Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests
ID35250,2,0,0,4,Meal Plan 1,0,Room_Type 1,37,2018,12,27,Online,0,0,0,108.8,1
ID10930,2,0,1,1,Meal Plan 1,0,Room_Type 1,33,2018,1,25,Corporate,0,0,0,64.0,0
ID11208,2,2,1,3,Meal Plan 1,0,Room_Type 6,176,2018,10,24,Online,0,0,0,169.88,3
ID22206,2,0,1,2,Meal Plan 1,0,Room_Type 4,2,2017,11,27,Online,0,0,0,59.75,1
ID02170,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Online,0,0,0,89.0,0
ID36185,2,1,2,0,Meal Plan 1,0,Room_Type 1,16,2018,12,4,Online,0,0,0,118.8,1
ID22941,2,0,2,3,Meal Plan 1,0,Room_Type 1,151,2018,10,6,Online,0,0,0,91.48,1
ID22289,2,0,0,3,Meal Plan 1,0,Room_Type 1,64,2018,9,28,Offline,0,0,0,101.52,0
ID33981,3,0,0,4,Meal Plan 1,0,Room_Type 4,137,2018,8,23,Online,0,0,0,133.2,0
ID13985,3,0,2,2,Meal Plan 1,0,Room_Type 1,80,2018,3,25,Offline,0,0,0,106.2,1
ID11811,2,0,0,3,Meal Plan 1,0,Room_Type 1,163,2018,9,8,Offline,0,0,0,110.0,0
ID25161,2,0,0,4,Meal Plan 1,0,Room_Type 1,91,2018,5,11,Offline,0,0,0,75.0,0
ID16684,2,0,0,2,Meal Plan 1,0,Room_Type 1,107,2018,11,25,Offline,0,0,0,68.0,0
ID11910,2,0,0,3,Meal Plan 1,0,Room_Type 1,27,2018,12,7,Online,0,0,0,113.0,2
ID32262,2,0,2,1,Meal Plan 1,0,Room_Type 4,172,2018,5,22,Online,0,0,0,115.2,0
ID26447,3,0,0,1,Not Selected,0,Room_Type 1,19,2018,4,13,Online,0,0,0,154.0,0
ID29219,2,0,1,3,Meal Plan 1,0,Room_Type 1,216,2018,5,2,Online,0,0,0,69.38,1
ID25510,3,0,0,5,Meal Plan 1,0,Room_Type 4,142,2018,7,5,Online,0,0,0,136.85,1
ID26474,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0
ID11467,2,1,0,2,Meal Plan 1,0,Room_Type 1,46,2018,6,29,Online,0,0,0,134.1,1
ID16320,2,0,2,5,Meal Plan 1,0,Room_Type 1,139,2018,7,5,Offline,0,0,0,72.25,0
ID23511,0,2,0,4,Meal Plan 1,0,Room_Type 2,215,2018,11,30,Online,0,0,0,67.26,0
ID35807,1,0,0,4,Meal Plan 1,0,Room_Type 1,232,2018,10,19,Online,0,0,0,80.75,3
ID17707,1,0,0,1,Not Selected,0,Room_Type 1,14,2018,11,2,Online,0,0,0,100.0,1
ID13030,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0
ID07780,2,0,1,1,Meal Plan 1,0,Room_Type 1,120,2018,4,23,Online,0,0,0,95.2,0
ID04415,2,0,0,3,Meal Plan 1,0,Room_Type 1,314,2018,10,12,Online,0,0,0,75.0,0
ID09563,2,0,1,2,Meal Plan 1,0,Room_Type 1,66,2017,10,9,Offline,0,0,0,75.0,0
ID13859,2,0,0,1,Meal Plan 1,0,Room_Type 4,2,2017,9,19,Online,0,0,0,200.0,1
ID29656,2,0,2,3,Meal Plan 1,0,Room_Type 4,93,2018,4,17,Online,0,0,0,99.45,1
ID27602,2,1,0,5,Meal Plan 1,0,Room_Type 4,128,2018,10,11,Online,0,0,0,135.0,0
ID14180,3,0,2,5,Meal Plan 1,0,Room_Type 4,58,2018,9,5,Online,0,0,0,153.77,0
ID12801,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,8,26,Online,0,0,0,139.0,1
ID34856,2,0,2,4,Meal Plan 1,0,Room_Type 4,25,2017,9,19,Online,0,0,0,118.15,1
ID08277,2,0,2,3,Meal Plan 1,0,Room_Type 1,5,2018,10,30,Online,0,0,0,127.4,3
ID21296,2,0,2,5,Meal Plan 1,0,Room_Type 4,140,2018,7,31,Online,0,0,0,114.63,0
ID26144,2,0,1,0,Meal Plan 1,0,Room_Type 1,16,2018,5,29,Online,0,0,0,111.0,1
ID18926,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0
ID11106,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Offline,0,0,0,130.0,0
ID27299,2,0,2,2,Meal Plan 1,0,Room_Type 4,212,2018,11,20,Online,0,0,0,86.7,0
ID17848,2,2,2,5,Meal Plan 1,0,Room_Type 5,4,2018,7,15,Online,0,0,0,133.41,1
ID22724,2,0,2,2,Meal Plan 1,0,Room_Type 4,41,2017,11,8,Offline,0,0,0,60.0,0
ID32709,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60.0,0
ID14285,2,0,1,2,Meal Plan 1,0,Room_Type 1,65,2018,4,1,Online,0,0,0,67.81,1
ID02132,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,11,24,Corporate,1,1,3,65.0,1
ID11092,3,0,2,1,Meal Plan 1,1,Room_Type 4,22,2018,7,24,Online,0,0,0,196.0,2
ID32047,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,12,3,Corporate,1,0,2,65.0,0
ID10904,2,0,2,3,Meal Plan 1,0,Room_Type 1,12,2018,11,10,Online,0,0,0,90.07,1
ID27584,2,0,1,4,Meal Plan 1,0,Room_Type 1,275,2018,10,5,Offline,0,0,0,90.0,0
ID20986,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60.0,0
ID16574,2,0,1,2,Not Selected,1,Room_Type 1,0,2018,7,8,Online,0,0,0,144.67,1
ID09905,3,0,0,1,Meal Plan 1,0,Room_Type 4,102,2018,12,6,Online,0,0,0,126.0,0
ID11265,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115.0,1
ID27887,2,0,0,3,Meal Plan 1,0,Room_Type 1,314,2018,10,12,Offline,0,0,0,75.0,0
ID01688,1,1,1,1,Meal Plan 1,0,Room_Type 1,60,2018,7,4,Online,0,0,0,115.2,0
ID34368,1,0,1,0,Not Selected,0,Room_Type 1,180,2018,11,13,Online,0,0,0,51.28,2
ID06051,2,0,1,2,Meal Plan 1,0,Room_Type 1,29,2018,4,11,Online,0,0,0,109.2,1
ID11197,2,0,0,3,Not Selected,0,Room_Type 1,43,2018,4,28,Online,0,0,0,109.2,2
ID09724,3,0,1,1,Meal Plan 1,0,Room_Type 4,35,2018,4,18,Online,0,0,0,137.7,2
ID11528,2,0,0,2,Meal Plan 1,0,Room_Type 4,37,2018,9,29,Online,0,0,0,132.84,1
ID08395,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0
ID00977,3,0,0,4,Meal Plan 1,1,Room_Type 4,62,2018,7,26,Online,0,0,0,146.7,2
ID11122,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,5,25,Online,0,0,0,111.35,0
ID01644,2,0,2,1,Meal Plan 2,0,Room_Type 1,27,2017,12,27,Offline,0,0,0,91.8,1
ID13132,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,101.5,0
ID28458,2,0,0,2,Not Selected,0,Room_Type 1,22,2018,9,15,Online,0,0,0,139.0,1
ID34413,2,2,0,1,Meal Plan 1,0,Room_Type 6,13,2017,8,27,Online,0,0,0,153.0,2
ID04032,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0
ID27013,2,1,1,3,Meal Plan 1,0,Room_Type 1,194,2018,8,8,Online,0,0,0,114.75,1
ID26186,2,0,0,2,Meal Plan 1,0,Room_Type 1,20,2018,10,4,Offline,0,0,0,85.0,0
ID18417,2,0,0,1,Meal Plan 1,0,Room_Type 4,13,2017,12,8,Online,0,0,0,97.0,1
ID34667,2,0,1,3,Not Selected,0,Room_Type 1,17,2018,3,17,Online,0,0,0,97.0,0
ID09799,2,0,2,4,Meal Plan 1,0,Room_Type 1,132,2018,7,22,Online,0,0,0,100.87,1
ID02823,2,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,6,2,Offline,0,0,0,140.0,0
ID01811,2,0,0,2,Meal Plan 2,0,Room_Type 1,50,2018,11,11,Online,0,0,0,131.4,0
ID18975,2,0,1,0,Meal Plan 1,0,Room_Type 1,1,2018,11,14,Online,0,0,0,121.0,2
ID23661,1,0,2,1,Meal Plan 1,0,Room_Type 1,54,2018,3,19,Offline,0,0,0,55.8,0
ID15031,2,0,2,3,Not Selected,0,Room_Type 1,341,2018,12,29,Online,0,0,0,71.91,2
ID30224,1,0,0,2,Meal Plan 1,0,Room_Type 1,6,2018,11,22,Corporate,0,0,0,79.0,1
ID31581,2,0,0,2,Meal Plan 1,0,Room_Type 1,55,2018,3,16,Online,0,0,0,78.3,1
ID08379,2,0,2,5,Meal Plan 1,0,Room_Type 4,355,2018,12,26,Online,0,0,0,87.31,0
ID25514,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115.0,1
ID17439,2,0,1,3,Meal Plan 1,0,Room_Type 1,107,2018,10,3,Offline,0,0,0,95.0,0
ID23506,2,0,0,1,Meal Plan 1,1,Room_Type 1,1,2018,4,13,Online,0,0,0,101.0,0
ID01483,2,0,2,3,Not Selected,0,Room_Type 1,11,2018,11,17,Online,0,0,0,79.05,0
ID30277,1,0,0,2,Meal Plan 1,0,Room_Type 1,58,2018,1,27,Offline,0,0,0,81.0,0
ID29450,2,0,0,3,Meal Plan 1,0,Room_Type 2,166,2018,4,21,Online,0,0,0,73.6,2
ID29608,1,0,1,1,Meal Plan 1,0,Room_Type 1,35,2018,2,13,Online,0,0,0,72.9,1
ID20640,2,0,0,3,Meal Plan 1,0,Room_Type 4,14,2018,2,3,Online,0,0,0,82.8,1
ID06681,2,0,1,2,Meal Plan 1,0,Room_Type 1,43,2018,3,25,Offline,0,0,0,68.0,0
ID22846,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,1,20,Corporate,1,0,2,65.0,1
ID23756,2,0,2,1,Meal Plan 2,0,Room_Type 1,103,2017,7,18,Offline,0,0,0,94.5,0
ID20384,2,0,1,1,Meal Plan 1,0,Room_Type 4,5,2018,4,23,Online,0,0,0,131.0,1
ID00656,2,0,0,2,Meal Plan 2,0,Room_Type 5,37,2018,6,17,Offline,0,0,0,134.1,1
ID05953,2,0,0,1,Meal Plan 1,0,Room_Type 6,5,2018,5,19,Online,0,0,0,221.0,2
ID34707,3,0,1,0,Meal Plan 1,0,Room_Type 4,28,2018,9,12,Online,0,0,0,146.0,3
ID26484,3,0,0,1,Meal Plan 1,0,Room_Type 4,14,2018,9,15,Online,0,0,0,205.0,2
ID14554,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,2017,10,12,Corporate,0,0,0,65.0,0
ID05662,2,0,2,2,Meal Plan 1,0,Room_Type 1,4,2017,11,6,Offline,0,0,0,68.0,0
ID33856,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,87.0,0
ID11892,1,0,2,0,Meal Plan 1,0,Room_Type 1,4,2018,11,13,Corporate,0,0,0,75.0,1
ID10700,3,0,0,2,Meal Plan 1,1,Room_Type 4,183,2018,7,26,Online,0,0,0,137.7,1
ID17997,2,0,0,4,Not Selected,0,Room_Type 1,12,2017,9,22,Online,0,0,0,164.0,1
ID20318,1,0,0,1,Meal Plan 2,0,Room_Type 1,0,2018,3,17,Offline,0,0,0,76.5,1
ID28600,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,11,29,Offline,1,0,5,75.0,2
ID28293,2,0,2,1,Meal Plan 1,0,Room_Type 1,79,2018,1,30,Online,0,0,0,64.64,0
ID30522,3,0,2,1,Meal Plan 1,0,Room_Type 1,89,2018,9,25,Offline,0,0,0,127.33,0
ID18664,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,76.0,0
ID29485,2,0,0,1,Meal Plan 1,0,Room_Type 2,72,2018,3,19,Online,0,0,0,78.15,0
ID21523,2,0,1,3,Meal Plan 1,0,Room_Type 4,60,2018,3,14,Online,0,0,0,82.45,1
ID22953,1,0,0,2,Meal Plan 1,0,Room_Type 1,4,2018,2,23,Online,0,0,0,0.0,0
ID25952,2,1,0,2,Meal Plan 1,0,Room_Type 1,175,2018,8,10,Online,0,0,0,121.5,1
ID14011,2,0,0,3,Meal Plan 1,0,Room_Type 1,24,2017,9,17,Online,0,0,0,117.67,2
ID09628,2,0,2,2,Meal Plan 1,0,Room_Type 1,60,2017,10,25,Online,0,0,0,89.25,2
ID32614,2,0,2,2,Meal Plan 1,0,Room_Type 1,7,2018,8,7,Online,0,0,0,151.0,0
ID07844,2,0,0,1,Meal Plan 2,0,Room_Type 1,72,2017,9,18,Offline,0,0,0,108.0,0
ID31607,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,7,12,Corporate,0,0,0,65.0,1
ID02922,2,0,1,2,Meal Plan 1,0,Room_Type 1,19,2018,9,23,Online,0,0,0,139.0,1
ID10420,2,0,2,1,Meal Plan 1,0,Room_Type 1,145,2017,7,4,Online,0,0,0,76.5,2
ID20960,2,0,2,1,Meal Plan 1,0,Room_Type 1,153,2018,6,4,Online,0,0,0,106.2,1
ID16883,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,2,27,Online,0,0,0,89.0,0
ID23187,2,0,1,3,Meal Plan 1,0,Room_Type 1,21,2017,10,26,Offline,0,0,0,94.0,0
ID31686,2,0,1,1,Meal Plan 1,0,Room_Type 1,19,2017,9,21,Offline,0,0,0,48.0,0
ID34381,3,0,1,3,Meal Plan 1,0,Room_Type 4,53,2018,10,10,Online,0,0,0,151.2,2
ID00077,3,0,1,1,Meal Plan 1,0,Room_Type 4,267,2018,12,31,Online,0,0,0,121.5,0
ID03318,2,0,0,3,Not Selected,0,Room_Type 1,37,2018,12,8,Online,0,0,0,88.0,0
ID07682,2,1,1,4,Meal Plan 1,0,Room_Type 1,50,2018,2,22,Online,0,0,0,69.57,2
ID02338,2,0,1,2,Meal Plan 1,0,Room_Type 1,167,2018,5,20,Online,0,0,0,119.7,1
ID11779,2,0,0,2,Not Selected,0,Room_Type 1,31,2018,2,5,Online,0,0,0,67.5,0
ID33714,2,0,0,1,Meal Plan 1,0,Room_Type 4,0,2018,6,22,Online,0,0,0,126.0,1
ID32418,2,0,1,3,Meal Plan 1,0,Room_Type 1,11,2018,12,5,Online,0,0,0,97.4,0
ID07699,2,0,0,2,Not Selected,0,Room_Type 1,2,2018,6,16,Online,0,0,0,129.0,1
ID06517,2,0,0,4,Meal Plan 1,0,Room_Type 1,15,2018,8,31,Online,0,0,0,139.0,1
ID01260,2,0,1,3,Meal Plan 1,0,Room_Type 1,97,2018,3,24,Online,0,0,0,64.98,1
ID17810,2,0,1,2,Meal Plan 1,0,Room_Type 4,189,2018,10,28,Online,0,0,0,109.8,0
ID27652,2,0,0,3,Meal Plan 1,0,Room_Type 4,19,2018,8,23,Online,0,0,0,156.0,2
ID11063,1,0,0,1,Meal Plan 1,0,Room_Type 1,86,2018,4,27,Online,0,0,0,85.5,1
ID00617,1,0,1,1,Meal Plan 1,0,Room_Type 1,3,2017,9,7,Offline,0,0,0,98.8,0
ID10342,2,0,2,2,Meal Plan 1,0,Room_Type 1,96,2018,4,8,Online,0,0,0,88.83,0
ID20396,2,0,0,1,Meal Plan 1,0,Room_Type 1,50,2018,6,22,Online,0,0,0,76.92,1
ID30350,2,0,1,2,Meal Plan 2,0,Room_Type 1,315,2018,9,30,Offline,0,0,0,160.0,0
ID32546,2,2,0,1,Meal Plan 1,0,Room_Type 2,0,2018,3,8,Online,0,0,0,83.03,0
ID14640,2,0,1,0,Meal Plan 1,0,Room_Type 1,258,2018,10,16,Offline,0,0,0,110.0,0
ID02335,1,0,0,1,Not Selected,0,Room_Type 1,23,2018,4,8,Online,0,0,0,89.0,0
ID32078,2,0,2,3,Meal Plan 1,0,Room_Type 1,144,2018,8,4,Online,0,0,0,76.48,1
ID23667,2,0,0,3,Meal Plan 1,0,Room_Type 1,62,2018,9,1,Online,0,0,0,109.8,1
ID06665,2,0,0,3,Meal Plan 2,0,Room_Type 1,36,2017,10,13,Offline,0,0,0,112.0,0
ID15073,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0
ID04238,2,0,0,4,Meal Plan 1,0,Room_Type 1,90,2018,4,13,Online,0,0,0,90.95,1
ID13743,1,0,0,1,Meal Plan 1,1,Room_Type 1,3,2018,5,12,Corporate,1,0,2,67.0,2
ID16188,2,0,1,3,Meal Plan 1,0,Room_Type 4,77,2018,10,20,Offline,0,0,0,90.95,0
ID34565,2,0,2,2,Meal Plan 1,0,Room_Type 4,68,2017,11,29,Offline,0,0,0,60.0,0
ID14993,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,115.0,1
ID09470,2,0,0,1,Meal Plan 2,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,108.0,0
ID24067,2,0,0,2,Not Selected,1,Room_Type 1,10,2017,8,20,Online,0,0,0,90.0,2
ID22219,2,0,1,2,Meal Plan 1,0,Room_Type 1,129,2018,5,13,Offline,0,0,0,80.75,1
ID09150,2,0,2,2,Not Selected,0,Room_Type 1,31,2018,6,26,Online,0,0,0,98.1,1
ID16867,2,0,0,3,Meal Plan 1,0,Room_Type 1,176,2018,9,8,Offline,0,0,0,125.1,0
ID02449,1,0,1,2,Meal Plan 1,0,Room_Type 1,5,2018,2,1,Online,0,0,0,68.22,1
ID28730,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,9,19,Corporate,1,0,2,65.0,0
ID01586,1,0,2,1,Meal Plan 2,0,Room_Type 1,145,2017,8,29,Offline,0,0,0,72.5,0
ID23896,2,0,1,5,Meal Plan 1,0,Room_Type 1,106,2018,9,20,Online,0,0,0,135.9,2
ID31108,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109.0,0
ID07479,2,0,0,3,Meal Plan 1,0,Room_Type 1,56,2018,11,2,Online,0,0,0,108.0,2
ID02983,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,130.0,0
ID04476,1,0,0,3,Meal Plan 1,0,Room_Type 1,50,2018,1,14,Offline,0,0,0,51.0,1
ID07152,2,0,0,3,Meal Plan 2,0,Room_Type 1,34,2017,9,23,Online,0,0,0,224.67,0
ID33566,2,0,2,0,Meal Plan 1,0,Room_Type 1,3,2018,12,4,Offline,0,0,0,89.0,0
ID32389,2,0,1,2,Meal Plan 1,0,Room_Type 1,10,2018,8,26,Online,0,0,0,136.67,1
ID18734,2,0,2,2,Meal Plan 1,0,Room_Type 1,94,2018,9,3,Offline,0,0,0,102.68,0
ID15516,2,0,0,1,Not Selected,0,Room_Type 1,107,2018,11,25,Online,0,0,0,79.2,0
ID12377,2,0,0,3,Meal Plan 1,0,Room_Type 1,84,2017,8,6,Online,0,0,0,76.5,1
ID10165,2,0,2,2,Meal Plan 1,0,Room_Type 4,126,2018,5,15,Online,0,0,0,83.12,1
ID10008,2,0,2,2,Meal Plan 1,0,Room_Type 1,17,2017,9,18,Online,0,0,0,138.0,1
ID00715,2,0,0,3,Meal Plan 1,0,Room_Type 1,105,2018,10,12,Offline,0,0,0,75.0,0
ID09694,3,0,1,3,Meal Plan 1,0,Room_Type 4,133,2018,10,31,Online,0,0,0,122.63,0
ID23043,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,2018,7,6,Offline,0,0,0,110.0,0
ID22759,2,0,0,4,Not Selected,0,Room_Type 2,117,2018,6,28,Online,0,0,0,97.75,1
ID24915,1,0,0,1,Meal Plan 1,0,Room_Type 1,14,2017,12,2,Corporate,0,0,0,79.0,0
ID27811,1,0,2,5,Meal Plan 1,0,Room_Type 1,8,2017,9,23,Online,0,0,0,187.43,2
ID04339,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,2018,4,24,Online,0,0,0,95.0,0
ID09235,2,0,2,1,Meal Plan 2,0,Room_Type 1,145,2017,8,29,Offline,0,0,0,94.5,0
ID32322,2,1,3,7,Meal Plan 1,0,Room_Type 6,65,2018,6,10,Online,0,0,0,214.83,0
ID18247,2,0,1,0,Meal Plan 1,0,Room_Type 1,1,2018,3,28,Online,0,0,0,101.0,0
ID15804,2,0,1,3,Meal Plan 1,0,Room_Type 1,100,2018,5,19,Online,0,0,0,136.0,1
ID21519,2,0,2,5,Meal Plan 1,0,Room_Type 1,98,2018,4,26,Online,0,0,0,98.24,1
ID25044,2,0,2,1,Meal Plan 1,0,Room_Type 1,92,2018,3,26,Offline,0,0,0,100.0,0
ID14527,2,0,2,0,Not Selected,0,Room_Type 1,135,2018,5,22,Online,0,0,0,94.5,2
ID35355,2,0,0,1,Not Selected,0,Room_Type 1,229,2018,9,3,Online,0,0,0,85.5,0
ID07761,2,0,1,1,Meal Plan 1,0,Room_Type 1,25,2018,9,26,Online,0,0,0,139.0,3
ID04406,2,0,0,3,Not Selected,0,Room_Type 2,211,2018,5,31,Online,0,0,0,68.69,0
ID10832,2,0,0,3,Meal Plan 1,0,Room_Type 2,230,2018,7,26,Online,0,0,0,95.75,1
ID07961,2,0,2,1,Not Selected,0,Room_Type 1,45,2018,3,13,Online,0,0,0,71.1,1
ID12383,2,2,0,4,Meal Plan 1,0,Room_Type 6,182,2018,12,27,Online,0,0,0,144.5,1
ID34142,1,0,2,0,Meal Plan 1,0,Room_Type 1,4,2018,11,13,Corporate,0,0,0,75.0,1
ID07125,2,0,1,3,Meal Plan 1,0,Room_Type 4,65,2018,9,5,Online,0,0,0,123.98,0
ID28246,2,0,0,4,Meal Plan 1,0,Room_Type 1,323,2018,5,17,Offline,0,0,0,70.0,0
ID26759,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,8,17,Online,0,0,0,130.0,2
ID21309,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0
ID33049,2,1,2,2,Meal Plan 1,0,Room_Type 1,17,2017,12,26,Offline,0,0,0,60.0,1
ID26950,2,0,0,2,Meal Plan 1,0,Room_Type 1,47,2018,4,19,Online,0,0,0,105.3,1
ID01982,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Online,0,0,0,115.0,0
ID09444,1,0,0,3,Meal Plan 2,0,Room_Type 1,36,2017,10,13,Offline,0,0,0,91.0,0
ID24397,2,0,1,2,Meal Plan 1,0,Room_Type 1,66,2018,4,1,Online,0,0,0,92.7,1
ID07203,2,0,2,3,Meal Plan 1,0,Room_Type 1,112,2018,7,7,Offline,0,0,0,72.25,1
ID10863,2,1,2,1,Meal Plan 2,0,Room_Type 1,35,2018,8,28,Online,0,0,0,171.45,0
ID08511,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0
ID26476,1,0,1,0,Meal Plan 1,0,Room_Type 1,3,2018,10,24,Offline,0,0,0,75.0,0
ID05002,2,0,0,2,Meal Plan 1,0,Room_Type 1,59,2017,10,29,Offline,0,0,0,85.0,0
ID09742,2,0,1,3,Meal Plan 1,0,Room_Type 1,2,2018,7,7,Online,0,0,0,160.0,1
ID16064,2,2,0,2,Meal Plan 1,0,Room_Type 6,155,2018,8,26,Online,0,0,0,143.07,2
ID20523,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2018,10,1,Corporate,0,0,0,110.0,0
ID03792,2,0,0,1,Meal Plan 1,1,Room_Type 4,124,2018,8,4,Online,0,0,0,127.8,1
ID15600,1,0,0,2,Meal Plan 1,0,Room_Type 4,16,2018,3,8,Corporate,0,0,0,76.0,0
ID32384,2,0,1,3,Meal Plan 2,0,Room_Type 1,62,2017,7,20,Offline,0,0,0,104.0,0
ID13671,2,0,1,4,Meal Plan 1,0,Room_Type 4,91,2018,9,7,Online,0,0,0,109.29,2
ID00478,2,0,3,7,Not Selected,0,Room_Type 1,217,2018,12,5,Online,0,0,0,46.63,1
ID03333,2,0,2,2,Meal Plan 1,0,Room_Type 1,27,2017,9,18,Online,0,0,0,120.9,0
ID02642,2,0,0,3,Meal Plan 1,1,Room_Type 2,66,2018,2,9,Online,0,0,0,80.55,1
ID35675,1,0,0,1,Meal Plan 1,1,Room_Type 1,6,2018,1,12,Online,0,0,0,85.0,1
ID28856,2,0,0,3,Meal Plan 1,0,Room_Type 1,204,2018,9,8,Online,0,0,0,126.9,1
ID08608,3,0,2,2,Meal Plan 1,0,Room_Type 4,117,2018,7,16,Online,0,0,0,130.05,2
ID19616,2,0,1,0,Not Selected,0,Room_Type 1,104,2018,10,9,Online,0,0,0,108.0,1
ID16115,3,0,0,2,Meal Plan 1,0,Room_Type 4,130,2018,6,9,Online,0,0,0,159.3,0
ID14373,2,0,2,4,Meal Plan 1,0,Room_Type 1,69,2017,9,4,Online,0,0,0,97.33,1
ID25567,2,0,0,2,Meal Plan 1,0,Room_Type 1,119,2018,8,16,Online,0,0,0,114.3,1
ID25440,2,1,2,2,Meal Plan 1,0,Room_Type 1,123,2018,6,17,Online,0,0,0,135.15,2
ID14872,2,0,0,2,Meal Plan 1,0,Room_Type 1,119,2017,8,5,Online,0,0,0,76.5,0
ID19363,2,0,0,5,Meal Plan 1,0,Room_Type 1,129,2017,12,29,Offline,0,0,0,47.2,0
ID09294,2,0,2,2,Meal Plan 1,0,Room_Type 1,18,2017,9,13,Online,0,0,0,96.0,2
ID11629,2,0,0,2,Meal Plan 1,0,Room_Type 1,131,2018,9,9,Online,0,0,0,129.6,0
ID03416,2,0,2,3,Meal Plan 1,0,Room_Type 1,110,2018,5,1,Online,0,0,0,109.25,1
ID29845,2,1,2,1,Meal Plan 1,0,Room_Type 1,10,2017,12,5,Online,0,0,0,79.39,1
ID14434,2,0,0,2,Meal Plan 1,0,Room_Type 1,59,2018,11,18,Online,0,0,0,93.6,0
ID05390,2,0,0,4,Meal Plan 1,0,Room_Type 1,149,2018,11,16,Online,0,0,0,65.45,1
ID16654,2,0,0,3,Meal Plan 1,0,Room_Type 1,10,2018,2,9,Online,0,0,0,93.0,1
ID21853,2,0,0,3,Meal Plan 1,0,Room_Type 4,130,2018,9,29,Online,0,0,0,139.5,2
ID20725,1,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,87.0,0
ID23351,2,0,2,2,Meal Plan 1,0,Room_Type 1,81,2017,10,25,Online,0,0,0,89.25,1
ID23240,2,0,0,2,Meal Plan 1,0,Room_Type 4,26,2018,11,17,Online,0,0,0,123.0,2
ID22222,2,0,2,2,Not Selected,0,Room_Type 1,9,2018,1,22,Online,0,0,0,68.4,0
ID28548,1,0,0,2,Meal Plan 1,0,Room_Type 1,119,2018,3,29,Offline,0,0,0,83.0,0
ID34286,2,0,0,3,Meal Plan 1,0,Room_Type 1,163,2018,7,14,Offline,0,0,0,112.0,1
ID34125,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73.0,0
ID19385,2,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,8,9,Offline,0,0,0,72.25,1
ID30278,2,0,2,4,Meal Plan 1,0,Room_Type 1,169,2018,8,5,Online,0,0,0,99.45,1
